"NLA_ID","Comid","MaxDist","PercentImperv_MaxDist","ImpervAreaKm2_MaxDist","PercentNA_MaxDist","WaterKm2_MaxDist","IceSnowKm2_MaxDist","DevOpenKm2_MaxDist","DevLowKm2_MaxDist","DevMedKm2_MaxDist","DevHighKm2_MaxDist","BarrenKm2_MaxDist","DeciduousKm2_MaxDist","EvergreenKm2_MaxDist","MixedForKm2_MaxDist","ShrubKm2_MaxDist","GrassKm2_MaxDist","PastureKm2_MaxDist","CropsKm2_MaxDist","WoodyWetKm2_MaxDist","HerbWetKm2_MaxDist","NLCD_NA_Per_MaxDist","WaterPer_MaxDist","IceSnowPer_MaxDist","DevOpenPer_MaxDist","DevLowPer_MaxDist","DevMedPer_MaxDist","DevHighPer_MaxDist","BarrenPer_MaxDist","DeciduousPer_MaxDist","EvergreenPer_MaxDist","MixedForPer_MaxDist","ShrubPer_MaxDist","GrassPer_MaxDist","PasturePer_MaxDist","CropsPer_MaxDist","WoodyWetPer_MaxDist","HerbWetPer_MaxDist","PercentImperv_300m","ImpervAreaKm2_300m","PercentNA_300m","WaterKm2_300m","IceSnowKm2_300m","DevOpenKm2_300m","DevLowKm2_300m","DevMedKm2_300m","DevHighKm2_300m","BarrenKm2_300m","DeciduousKm2_300m","EvergreenKm2_300m","MixedForKm2_300m","ShrubKm2_300m","GrassKm2_300m","PastureKm2_300m","CropsKm2_300m","WoodyWetKm2_300m","HerbWetKm2_300m","NLCD_NA_Per_300m","WaterPer_300m","IceSnowPer_300m","DevOpenPer_300m","DevLowPer_300m","DevMedPer_300m","DevHighPer_300m","BarrenPer_300m","DeciduousPer_300m","EvergreenPer_300m","MixedForPer_300m","ShrubPer_300m","GrassPer_300m","PasturePer_300m","CropsPer_300m","WoodyWetPer_300m","HerbWetPer_300m","PercentImperv_1500m","ImpervAreaKm2_1500m","PercentNA_1500m","WaterKm2_1500m","IceSnowKm2_1500m","DevOpenKm2_1500m","DevLowKm2_1500m","DevMedKm2_1500m","DevHighKm2_1500m","BarrenKm2_1500m","DeciduousKm2_1500m","EvergreenKm2_1500m","MixedForKm2_1500m","ShrubKm2_1500m","GrassKm2_1500m","PastureKm2_1500m","CropsKm2_1500m","WoodyWetKm2_1500m","HerbWetKm2_1500m","NLCD_NA_Per_1500m","WaterPer_1500m","IceSnowPer_1500m","DevOpenPer_1500m","DevLowPer_1500m","DevMedPer_1500m","DevHighPer_1500m","BarrenPer_1500m","DeciduousPer_1500m","EvergreenPer_1500m","MixedForPer_1500m","ShrubPer_1500m","GrassPer_1500m","PasturePer_1500m","CropsPer_1500m","WoodyWetPer_1500m","HerbWetPer_1500m","PercentImperv_3000m","ImpervAreaKm2_3000m","PercentNA_3000m","WaterKm2_3000m","IceSnowKm2_3000m","DevOpenKm2_3000m","DevLowKm2_3000m","DevMedKm2_3000m","DevHighKm2_3000m","BarrenKm2_3000m","DeciduousKm2_3000m","EvergreenKm2_3000m","MixedForKm2_3000m","ShrubKm2_3000m","GrassKm2_3000m","PastureKm2_3000m","CropsKm2_3000m","WoodyWetKm2_3000m","HerbWetKm2_3000m","NLCD_NA_Per_3000m","WaterPer_3000m","IceSnowPer_3000m","DevOpenPer_3000m","DevLowPer_3000m","DevMedPer_3000m","DevHighPer_3000m","BarrenPer_3000m","DeciduousPer_3000m","EvergreenPer_3000m","MixedForPer_3000m","ShrubPer_3000m","GrassPer_3000m","PasturePer_3000m","CropsPer_3000m","WoodyWetPer_3000m","HerbWetPer_3000m"
"NLA06608-0036",11867374,119,0,0,0,0.0018,0,0,0,0,0,0,0.2421,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,99.22,0,0,0,0,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0.7434,9e-04,0.0081,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,97.56,0.12,1.06,0,0,0,0,0,0,0.06,0.006,0,0.054,0,0.1035,0,0,0,0,8.172,0.4941,0.0252,0,0.0513,0.1782,0.0432,0.1494,0,0,0.58,0,1.12,0,0,0,0,88.15,5.33,0.27,0,0.55,1.92,0.47,1.61,0,0.3,0.096,0,0.0639,0,1.1772,0.0594,0.0171,0,0,24.8499,0.7488,0.0783,0,0.2484,3.4353,1.5021,0.2061,0.0153,0,0.2,0,3.63,0.18,0.05,0,0,76.69,2.31,0.24,0,0.77,10.6,4.64,0.64,0.05
"NLA06608-0037",7711450,351,2.45,0.116,0,0.4455,0,0.7866,0.1323,0.0198,0,0,2.304,0.3645,0.0765,0.0477,0.0135,0.4383,0.0072,0.1017,0.0054,0,9.39,0,16.58,2.79,0.42,0,0,48.58,7.69,1.61,1.01,0.28,9.24,0.15,2.14,0.11,2.7,0.109,0,0.4455,0,0.7119,0.1278,0.0198,0,0,1.8126,0.3528,0.0513,0.0459,0.0126,0.369,0.0018,0.0837,0.0054,0,11.03,0,17.62,3.16,0.49,0,0,44.87,8.73,1.27,1.14,0.31,9.13,0.04,2.07,0.13,1.33,0.306,0,0.5301,0,2.0268,0.3591,0.0567,0,0,15.1047,0.4194,0.2268,0.261,0.0207,3.1275,0.054,0.6957,0.0666,0,2.31,0,8.83,1.56,0.25,0,0,65.82,1.83,0.99,1.14,0.09,13.63,0.24,3.03,0.29,1.03,0.598,0,0.8298,0,3.9807,0.693,0.1098,0,0.0108,37.9071,0.6624,0.567,0.7758,0.063,8.6382,0.1143,3.4074,0.306,0,1.43,0,6.86,1.19,0.19,0,0.02,65.28,1.14,0.98,1.34,0.11,14.88,0.2,5.87,0.53
"NLA06608-0038",4599159,461,10.5,0.404,0,0.4302,0,0.3717,0.4302,0.2268,0.1017,0.0099,0.3042,0.4626,0.5652,0.3825,0.0441,0,0.171,0.3465,0.0027,0,11.18,0,9.66,11.18,5.89,2.64,0.26,7.9,12.02,14.68,9.94,1.15,0,4.44,9,0.07,12.54,0.299,0,0.3915,0,0.2799,0.2484,0.162,0.1017,0.0099,0.162,0.2358,0.2457,0.2439,0.0342,0,0.1062,0.1602,0.0027,0,16.42,0,11.74,10.42,6.8,4.27,0.42,6.8,9.89,10.31,10.23,1.43,0,4.45,6.72,0.11,3.79,0.643,0,0.8694,0,0.7632,0.7632,0.3402,0.1287,0.0207,3.4659,3.1104,4.0932,0.819,0.0747,0,0.3096,2.1771,0.0108,0,5.13,0,4.5,4.5,2.01,0.76,0.12,20.45,18.35,24.15,4.83,0.44,0,1.83,12.85,0.06,1.77,0.844,0,0.8784,0,1.5147,1.1088,0.3861,0.135,0.0288,15.4872,7.6689,11.1861,1.5768,0.387,0.3951,0.828,5.9652,0.0459,0,1.85,0,3.18,2.33,0.81,0.28,0.06,32.54,16.11,23.5,3.31,0.81,0.83,1.74,12.53,0.1
"NLA06608-0041",4547794,349,1.57,0.41,0,0.4248,0,1.3878,0.4743,0.27,0,0.6894,20.4471,0.9495,0.7092,0.018,0.3897,0.1512,0.0585,0.0369,0.1008,0,1.63,0,5.32,1.82,1.03,0,2.64,78.32,3.64,2.72,0.07,1.49,0.58,0.22,0.14,0.39,1.52,0.35,0,0.4104,0,1.1673,0.378,0.243,0,0.6867,17.8695,0.9018,0.6732,0.018,0.3663,0.0936,0.045,0.0369,0.1008,0,1.79,0,5.08,1.64,1.06,0,2.99,77.72,3.92,2.93,0.08,1.59,0.41,0.2,0.16,0.44,1.81,1.595,0,0.8982,0,6.5718,2.0637,0.6948,0.0477,0.8649,67.7151,2.2338,1.3338,0.018,1.0845,3.7188,0.8424,0.0693,0.153,0,1.02,0,7.44,2.34,0.79,0.05,0.98,76.68,2.53,1.51,0.02,1.23,4.21,0.95,0.08,0.17,2.3,3.804,0,1.4454,0,12.2463,3.9879,1.7811,0.5895,1.1133,118.4499,6.3198,2.2311,0.018,1.8567,12.5838,2.3607,0.0864,0.1782,0,0.87,0,7.41,2.41,1.08,0.36,0.67,71.68,3.82,1.35,0.01,1.12,7.62,1.43,0.05,0.11
"NLA06608-0042",5378824,279,0,0,0,9e-04,0,0,0,0,0,0.0252,0.0153,1.1862,0,0.0873,0.1152,0,0,0,0,0,0.06,0,0,0,0,0,1.76,1.07,82.95,0,6.1,8.06,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0.0252,0.0153,1.314,0,0.0927,0.1152,0,0,0,0,0,0.06,0,0,0,0,0,1.61,0.98,84.07,0,5.93,7.37,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0.0252,0.0333,12.8421,0,0.2646,0.1287,0,0,0,0,0,0.01,0,0,0,0,0,0.19,0.25,96.59,0,1.99,0.97,0,0,0,0,0,0,0,9e-04,0,0,0,0,0,0.0252,0.072,39.2895,0,0.7767,0.2268,0,0,0,0,0,0,0,0,0,0,0,0.06,0.18,97.27,0,1.92,0.56,0,0,0,0
"NLA06608-0043",12259598,150,4.49,0.021,0,0.0144,0,0.0279,0.0612,0.0045,0,0,0.0126,0,0,0.0153,0.0027,0.0801,0.0171,0.2088,0.0234,0,3.08,0,5.96,13.08,0.96,0,0,2.69,0,0,3.27,0.58,17.12,3.65,44.62,5,3.56,0.037,0,0.0144,0,0.0846,0.1008,0.0072,0,0,0.0567,0,0,0.0342,0.0513,0.2115,0.1134,0.3411,0.0234,0,1.39,0,8.14,9.7,0.69,0,0,5.46,0,0,3.29,4.94,20.36,10.91,32.83,2.25,1.36,0.142,0,0.6651,0,0.5454,0.2664,0.0162,0,0,0.7245,0.0243,0,0.2187,0.2025,2.8107,2.0871,2.8053,0.0819,0,6.37,0,5.22,2.55,0.16,0,0,6.93,0.23,0,2.09,1.94,26.9,19.98,26.85,0.78,1.22,0.423,0,2.2113,0,1.4103,0.8118,0.0486,0.009,0,2.1006,0.0864,0,0.4824,0.3645,9.4149,10.1079,7.5645,0.1134,0,6.37,0,4.06,2.34,0.14,0.03,0,6.05,0.25,0,1.39,1.05,27.11,29.11,21.78,0.33
"NLA06608-0044",16041236,376,0.35,0.017,0,0.5913,0,0,0,0,0,0,0,0,0,0,3.9816,0,0,0.1278,0.2007,0,12.06,0,0,0,0,0,0,0,0,0,0,81.24,0,0,2.61,4.1,0.41,0.016,0,0.5778,0,0,0,0,0,0,0,0,0,0,3.051,0,0,0.108,0.1368,0,14.91,0,0,0,0,0,0,0,0,0,0,78.76,0,0,2.79,3.53,0.26,0.058,0,1.5597,0,0.1161,0.0234,0,0,0,0.0963,0.0432,0,0.009,18.8496,0,0.2799,0.1971,1.2681,0,6.95,0,0.52,0.1,0,0,0,0.43,0.19,0,0.04,83.99,0,1.25,0.88,5.65,0.26,0.148,0,2.9151,0,0.3132,0.0522,0,0,0,0.1575,0.0711,0,0.0189,48.2355,0,0.4482,0.4284,4.3785,0,5.11,0,0.55,0.09,0,0,0,0.28,0.12,0,0.03,84.6,0,0.79,0.75,7.68
"NLA06608-0045",8606221,152,0.31,0.002,0,0.0072,0,0.0117,0.0045,0,0,0,0.3807,0.117,0.0207,0.0045,9e-04,0.0288,0,0.054,0.0054,0,1.13,0,1.84,0.71,0,0,0,59.95,18.43,3.26,0.71,0.14,4.54,0,8.5,0.85,0.37,0.005,0,0.0099,0,0.0315,0.0054,0,0,0,0.6516,0.2466,0.072,0.009,0.018,0.1719,0.0036,0.117,0.0054,0,0.74,0,2.35,0.4,0,0,0,48.55,18.38,5.37,0.67,1.34,12.81,0.27,8.72,0.4,0.28,0.034,0,0.0621,0,0.3096,0.0207,0,0,0,2.9493,1.5003,0.4779,0.081,0.2205,5.0859,0.6786,0.5148,0.0324,0,0.52,0,2.59,0.17,0,0,0,24.72,12.57,4,0.68,1.85,42.62,5.69,4.31,0.27,0.31,0.118,0,0.1881,0,0.9981,0.081,0.0054,0,0.1026,11.2338,5.0454,1.2816,0.6777,1.8774,12.141,1.9809,2.0484,0.0324,0,0.5,0,2.65,0.21,0.01,0,0.27,29.8,13.39,3.4,1.8,4.98,32.21,5.26,5.43,0.09
"NLA06608-0048",7468652,92,0,0,0,0.0045,0,0.0036,0,0,0,0,0.0144,0,0,0,0,0,0.0792,0.0225,0.0027,0,3.54,0,2.83,0,0,0,0,11.34,0,0,0,0,0,62.36,17.72,2.13,0.5,0.003,0,0.0153,0,0.0477,0,0,0,0,0.0594,0,0,0,0,0,0.3357,0.1296,0.0108,0,2.56,0,7.98,0,0,0,0,9.93,0,0,0,0,0,56.14,21.67,1.81,0.31,0.026,0,0.3141,0,0.3186,0.0054,0,0,0,0.8289,0.0144,0,0.0477,0,0,5.6277,1.0323,0.3303,0,3.69,0,3.74,0.06,0,0,0,9.73,0.17,0,0.56,0,0,66.06,12.12,3.88,0.45,0.139,0,0.7155,0,0.8568,0.0612,0.0252,0,0,4.3875,0.1323,0,0.1962,0,0,20.5875,2.5587,1.4355,0,2.31,0,2.77,0.2,0.08,0,0,14.17,0.43,0,0.63,0,0,66.51,8.27,4.64
"NLA06608-0049",24197086,110,0.85,0.002,0,0.0171,0,0,0,0,0,0,0,0.2142,0,0,0.0036,0,0,0,0,0,7.28,0,0,0,0,0,0,0,91.15,0,0,1.53,0,0,0,0,0.52,0.004,0,0.0171,0,0,0,0,0,0,0,0.594,0,0.0315,0.1287,0,0,0,0,0,2.22,0,0,0,0,0,0,0,77.04,0,4.09,16.69,0,0,0,0,0.11,0.01,0,0.0171,0,0,0,0,0,0.0261,0,6.6951,0,0.6948,1.8531,0,0,0,0,0,0.18,0,0,0,0,0,0.28,0,72.1,0,7.48,19.96,0,0,0,0,0.05,0.017,0,0.1737,0,0,0,0,0,0.1539,0,24.6564,0,2.4516,5.0076,0,0,0,0,0,0.54,0,0,0,0,0,0.47,0,76,0,7.56,15.44,0,0,0,0
"NLA06608-0050",6760504,154,0,0,0,0.0036,0,0,0,0,0,0,0.1584,0.0045,0.063,0,0,0,0,0.0522,0,0,1.28,0,0,0,0,0,0,56.17,1.6,22.34,0,0,0,0,18.51,0,0,0,0,0.0036,0,0,0,0,0,0,0.3411,0.0162,0.2475,0,0,0,0,0.0738,0,0,0.53,0,0,0,0,0,0,50.01,2.38,36.29,0,0,0,0,10.82,0,1.86,0.167,0,0.3285,0,0.3231,0.207,0.1242,9e-04,0.0513,3.5037,1.2105,2.1591,0.0486,0.009,0.144,0.0378,0.7983,0.0243,0,3.66,0,3.6,2.31,1.38,0.01,0.57,39.06,13.49,24.07,0.54,0.1,1.61,0.42,8.9,0.27,0.97,0.307,0,0.3366,0,0.9684,0.3888,0.1773,0.0099,0.1773,10.9764,4.2894,10.5255,0.2871,0.0576,0.7605,0.2952,2.4471,0.1134,0,1.06,0,3.04,1.22,0.56,0.03,0.56,34.51,13.48,33.09,0.9,0.18,2.39,0.93,7.69,0.36
"NLA06608-0053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLA06608-0057",9203425,149,1.66,0.024,0,0.0387,0,0.1602,0.0315,0.0045,0,0,0.666,0.3483,0.0189,0.0018,0.045,0.1314,0,0,0,0,2.68,0,11.08,2.18,0.31,0,0,46.06,24.09,1.31,0.12,3.11,9.09,0,0,0,2.45,0.071,0,0.0387,0,0.3483,0.1053,0.0216,0,0,1.2249,0.6849,0.0432,0.0135,0.1098,0.3105,0,0,0,0,1.33,0,12.01,3.63,0.74,0,0,42.22,23.61,1.49,0.47,3.78,10.7,0,0,0,4.39,0.783,0,0.3114,0,2.1294,0.8622,0.351,0.1305,0.0045,5.8878,2.7135,0.3537,0.0522,0.6228,4.1913,0.2052,0.0072,0,0,1.75,0,11.95,4.84,1.97,0.73,0.03,33.03,15.22,1.98,0.29,3.49,23.52,1.15,0.04,0,8.05,3.874,0,0.5769,0,5.9094,3.9564,1.8144,1.0611,0.0045,13.6872,5.6637,0.9576,0.1305,1.3374,12.078,0.8676,0.0882,0,0,1.2,0,12.28,8.22,3.77,2.2,0.01,28.44,11.77,1.99,0.27,2.78,25.09,1.8,0.18,0
"NLA06608-0061",21383092,637,0.38,0.045,0,6.2757,0,0.0621,0.0054,0,0,0.0054,0,0,0,5.5305,0,0,0,0.0243,0,0,52.72,0,0.52,0.05,0,0,0.05,0,0,0,46.46,0,0,0,0.2,0,0.26,0.015,0,4.1553,0,0.0342,9e-04,0,0,0.0054,0,0,0,1.5885,0,0,0,0.0072,0,0,71.74,0,0.59,0.02,0,0,0.09,0,0,0,27.43,0,0,0,0.12,0,0.44,0.133,0,8.1162,0,0.2025,0.0333,0,0,0.0054,0,0,0,21.8763,0,0,0,0.0702,0,0,26.78,0,0.67,0.11,0,0,0.02,0,0,0,72.19,0,0,0,0.23,0,0.36,0.262,0,10.5345,0,0.2916,0.0423,0,0,0.0153,0.0531,0,0,61.713,0,0.0036,0,0.108,0,0,14.48,0,0.4,0.06,0,0,0.02,0.07,0,0,84.82,0,0,0,0.15,0
"NLA06608-0062",14679012,361,0,0,0,0.6642,0,0,0,0,0,0,0,0,0,0,0.2205,0.0882,0.3996,0,0.0522,0,46.61,0,0,0,0,0,0,0,0,0,0,15.47,6.19,28.04,0,3.66,0,0,0,0.5859,0,0,0,0,0,0,0,0,0,0,0.171,0.0846,0.2655,0,0.0252,0,51.76,0,0,0,0,0,0,0,0,0,0,15.11,7.47,23.45,0,2.23,0.04,0.005,0,2.5416,0,0.117,0,0,0,0,0,0,0,0,5.9022,0.09,1.8801,0.0045,0.6156,0,22.79,0,1.05,0,0,0,0,0,0,0,0,52.93,0.81,16.86,0.04,5.52,0.12,0.044,0,3.7854,0,0.8163,0.0045,0,0,0,0.0189,0,0,0,22.7916,0.5571,6.7428,0.0342,1.4427,0,10.46,0,2.26,0.01,0,0,0,0.05,0,0,0,62.97,1.54,18.63,0.09,3.99
"NLA06608-0064",12337192,226,0.16,0.001,0,0.0027,0,0.0234,0,0,0,0,0,0,0,9e-04,0.261,0,0.3222,9e-04,0,0,0.44,0,3.83,0,0,0,0,0,0,0,0.15,42.72,0,52.73,0.15,0,0.22,0.002,0,0.0027,0,0.0324,0,0,0,0,0,0,0,0.0045,0.3636,0,0.4779,0.0081,0,0,0.3,0,3.64,0,0,0,0,0,0,0,0.51,40.9,0,53.76,0.91,0,0.07,0.007,0,0.0027,0,0.1467,0,0,0,0,0,0,0,0.0108,2.4876,0,7.3062,0.0117,0.0045,0,0.03,0,1.47,0,0,0,0,0,0,0,0.11,24.95,0,73.28,0.12,0.05,0.07,0.025,0,0.0729,0,0.5634,0,0,0,0,0,0,0,0.2124,10.8729,0.0153,21.8034,0.0162,0.3114,0,0.22,0,1.66,0,0,0,0,0,0,0,0.63,32.1,0.05,64.38,0.05,0.92
"NLA06608-0065",22886879,234,0.6,0.011,0,0.0225,0,0,0,0,0,0,0,0.9234,0,0.7857,0.1062,0,0,0,0,0,1.22,0,0,0,0,0,0,0,50.24,0,42.75,5.78,0,0,0,0,0.58,0.014,0,0.0225,0,0,0,0,0,0,0,1.107,0,1.1214,0.1503,0,0,0,0.0018,0,0.94,0,0,0,0,0,0,0,46.07,0,46.67,6.25,0,0,0,0.07,0.63,0.105,0,0.6786,0,0.0882,0.0045,0,0,0,0,7.7067,0,7.5051,0.6687,0,0,0.0234,0.0117,0,4.07,0,0.53,0.03,0,0,0,0,46.18,0,44.98,4.01,0,0,0.14,0.07,0.42,0.193,2.3,7.9848,0,0.3285,0.0441,0,0,0,0,14.085,0,20.9844,1.9107,0.144,0.1413,0.0324,0.0252,2.4,17.48,0,0.72,0.1,0,0,0,0,30.83,0,45.94,4.18,0.32,0.31,0.07,0.06
"NLA06608-0066",3806779,574,0.58,0.182,0,1.2897,0,2.0979,0.1116,0.0909,0.0153,0.0063,25.5951,0.1188,0.1242,0,0.0297,1.6587,0.5004,0,0,0,4.08,0,6.63,0.35,0.29,0.05,0.02,80.9,0.38,0.39,0,0.09,5.24,1.58,0,0,0.87,0.152,0,1.2348,0,1.3113,0.1008,0.0909,0.0153,0.0063,14.4477,0.0486,0.0846,0,0.0261,0.1152,0.027,0,0,0,7.05,0,7.49,0.58,0.52,0.09,0.04,82.52,0.28,0.48,0,0.15,0.66,0.15,0,0,0.88,0.64,0,1.6821,0,4.8897,0.6417,0.3258,0.0198,0.0324,54.2997,0.2727,0.2016,0,0.0297,7.1964,3.1509,0,0,0,2.31,0,6.72,0.88,0.45,0.03,0.04,74.65,0.37,0.28,0,0.04,9.89,4.33,0,0,1,1.44,0,2.178,0,9.54,1.4085,0.7398,0.0765,0.1593,105.8706,0.6939,0.4068,0,0.0675,18.3744,4.8105,0,0,0,1.51,0,6.61,0.98,0.51,0.05,0.11,73.36,0.48,0.28,0,0.05,12.73,3.33,0,0
"NLA06608-0068",18377442,268,0.94,0.01,0,0.0414,0,0.0216,0,0,0,0,0.4446,0.2412,0.0486,0,0.18,0,0,0.0846,0,0,3.9,0,2.03,0,0,0,0,41.86,22.71,4.58,0,16.95,0,0,7.97,0,0.9,0.011,0,0.0414,0,0.0261,0,0,0,0,0.5121,0.2862,0.0594,0,0.2079,0,0,0.0873,0,0,3.39,0,2.14,0,0,0,0,41.98,23.46,4.87,0,17.04,0,0,7.16,0,0.22,0.025,0,0.0414,0,0.1863,0,0,0,0.0909,3.2715,5.5998,0.873,0.0261,1.2321,0,0,0.2439,0,0,0.36,0,1.61,0,0,0,0.79,28.29,48.42,7.55,0.23,10.65,0,0,2.11,0,0.15,0.055,0,0.0594,0,0.369,0.0108,0,0,2.0574,6.8832,20.5227,1.5759,0.0396,4.8933,0,0,0.5463,0.0333,0,0.16,0,1,0.03,0,0,5.56,18.61,55.48,4.26,0.11,13.23,0,0,1.48,0.09
"NLA06608-0069",10994747,179,6.6,0.034,0,0.0216,0,0.0477,0.054,0.0234,0,0,0,0.0909,0,0.0045,0,0,0,0.2304,0.0423,0,4.19,0,9.26,10.49,4.54,0,0,0,17.65,0,0.87,0,0,0,44.74,8.21,5.68,0.055,0,0.0261,0,0.1062,0.0819,0.0369,0,0,0,0.1881,0,0.0261,0,0,0,0.4482,0.0549,0,2.7,0,10.97,8.46,3.81,0,0,0,19.43,0,2.7,0,0,0,46.3,5.67,8.72,0.902,0,0.288,0,2.5704,1.3995,0.4644,0.0144,0.1026,0,0.8703,0.0351,0.2547,0.1431,0.0621,0,3.816,0.3186,0,2.79,0,24.86,13.54,4.49,0.14,0.99,0,8.42,0.34,2.46,1.38,0.6,0,36.91,3.08,6.68,2.307,0,1.3779,0,7.0704,3.2895,1.2294,0.0801,0.2367,0,1.9683,0.0477,1.1187,0.4032,1.5858,0,14.6709,1.4373,0,3.99,0,20.48,9.53,3.56,0.23,0.69,0,5.7,0.14,3.24,1.17,4.59,0,42.5,4.16
"NLA06608-0071",19367808,234,1.88,0.131,0,0.1566,0,0.9783,0.0774,0.0261,0.0045,0.0216,0.0927,0.0081,0.6372,0.009,0,0,3.8934,1.0278,0.0288,0,2.25,0,14.05,1.11,0.37,0.06,0.31,1.33,0.12,9.15,0.13,0,0,55.92,14.76,0.41,1.94,0.174,0,0.1638,0,1.215,0.1206,0.0369,0.0045,0.0216,0.1206,0.0081,0.6966,0.0153,0,0,5.2398,1.2816,0.0396,0,1.83,0,13.55,1.35,0.41,0.05,0.24,1.35,0.09,7.77,0.17,0,0,58.45,14.3,0.44,2.92,1.442,0,1.2582,0,4.2201,1.5975,0.7677,0.1071,0.0216,0.3051,0.0198,1.4571,0.0189,0,0,31.9059,7.2693,0.3825,0,2.55,0,8.55,3.24,1.56,0.22,0.04,0.62,0.04,2.95,0.04,0,0,64.68,14.74,0.78,1.94,2.107,0,4.1886,0,7.767,2.4417,0.9576,0.1683,0.0216,0.5436,0.0279,3.0159,0.045,0,0,61.2432,26.2674,1.9395,0,3.86,0,7.15,2.25,0.88,0.15,0.02,0.5,0.03,2.78,0.04,0,0,56.38,24.18,1.79
"NLA06608-0072",2567126,108,0,0,0,0.0117,0,0.0027,0,0,0,0,0.0108,0.0198,0,0.0522,0.0828,0.0018,0,0,0,0,6.43,0,1.48,0,0,0,0,5.93,10.88,0,28.68,45.49,0.99,0,0,0,0.3,0.002,0,0.0117,0,0.0495,0,0,0,0,0.0252,0.0756,0,0.1737,0.2502,0.0504,0.027,0,0,0,1.76,0,7.47,0,0,0,0,3.8,11.4,0,26.2,37.74,7.6,4.07,0,0,0.26,0.023,0,0.108,0,0.5985,0,0,0,0,0.3807,1.3275,0,1.9665,3.0969,0.8541,0.3429,0.1584,0,0,1.22,0,6.77,0,0,0,0,4.31,15.03,0,22.26,35.06,9.67,3.88,1.79,0,0.36,0.115,0,0.1359,0,2.1474,0.0477,0.018,0.0045,0,1.0629,4.1436,0,6.8148,10.6857,4.4865,1.6569,0.3204,0,0,0.43,0,6.81,0.15,0.06,0.01,0,3.37,13.14,0,21.62,33.9,14.23,5.26,1.02,0
"NLA06608-0073",13068752,552,3.68,0.131,0,0.0774,0,0.1053,0.1854,0.0819,0.0045,0.009,0,0,0,2.8152,0,0.0243,0,0.2439,0.0081,0,2.18,0,2.96,5.22,2.3,0.13,0.25,0,0,0,79.19,0,0.68,0,6.86,0.23,4.74,0.081,0,0.0216,0,0.0801,0.0549,0.0738,0.0045,0.009,0,0,0,1.3716,0,0.0108,0,0.0792,0.0036,0,1.26,0,4.69,3.21,4.32,0.26,0.53,0,0,0,80.26,0,0.63,0,4.63,0.21,2.62,0.366,0,0.099,0,0.4284,0.7866,0.0882,0.0045,0.0171,0,0,0,9.1674,0.0387,1.0404,1.3707,0.8046,0.1404,0,0.71,0,3.06,5.62,0.63,0.03,0.12,0,0,0,65.55,0.28,7.44,9.8,5.75,1,2.72,1.138,0,0.099,0,2.0466,2.5587,0.0999,0.0117,0.0243,0,0,0,26.9316,0.5634,3.7098,3.8223,1.7181,0.2934,0,0.24,0,4.89,6.11,0.24,0.03,0.06,0,0,0,64.31,1.35,8.86,9.13,4.1,0.7
"NLA06608-0076",2529647,753,1.83,1.484,0,3.564,0,6.9192,2.4228,0.3339,0.0117,0.2205,16.4088,0.0045,0,0.6273,1.7874,37.5813,9.8253,1.2411,0.3564,0,4.38,0,8.51,2.98,0.41,0.01,0.27,20.18,0.01,0,0.77,2.2,46.22,12.08,1.53,0.44,1.59,0.664,0,3.0168,0,3.5091,1.0485,0.1575,0.0054,0.1827,11.151,0,0,0.4608,1.2465,16.6671,3.0996,0.9477,0.252,0,7.23,0,8.41,2.51,0.38,0.01,0.44,26.71,0,0,1.1,2.99,39.93,7.43,2.27,0.6,1.96,2.54,0,4.1364,0,10.3896,4.2057,0.6093,0.018,0.2205,22.6314,0.0126,0.0036,0.846,2.313,61.9092,19.9224,1.7532,0.4977,0,3.19,0,8.02,3.25,0.47,0.01,0.17,17.48,0.01,0,0.65,1.79,47.82,15.39,1.35,0.38,2.02,4.476,0,5.4468,0,16.4484,7.0272,1.0935,0.2214,0.2511,31.959,0.0207,0.0135,1.1043,2.9646,107.9118,43.7805,2.9007,0.5859,0,2.46,0,7.42,3.17,0.49,0.1,0.11,14.41,0.01,0.01,0.5,1.34,48.67,19.75,1.31,0.26
